event,sex,rank,time_s,wind,name,country,birthdate,place,location,date,age
100m,male,2715,10.08,0.8,Percival Spencer,JAM,1975-02-24,3,Leverkusen,1998-08-09,8567
100m,male,2715,10.08,-0.6,Francis Obikwelu,NGR,1978-11-22,4,Zürich,1998-08-12,7203
100m,male,2715,10.08,1.4,Vincent Henderson,USA,1972-10-20,3rB,Lausanne,1998-08-25,9440
100m,male,2715,10.08,-0.3,Ato Boldon,TTO,1973-12-30,3,Bruxelles,1998-08-28,9007
100m,male,2715,10.08,-0.5,Obadele Thompson,BAR,1976-03-30,1s2,Kuala Lumpur,1998-09-17,8206
100m,male,2715,10.08,-0.1,Darren Campbell,GBR,1973-09-12,5,Kuala Lumpur,1998-09-17,9136
100m,male,2715,10.08,1.5,Koji Ito,JPN,1970-01-29,1,Kumamoto,1998-10-04,10475
100m,male,2715,10.08,-0.1,Matthew Quinn,RSA,1976-04-17,1,Germiston,1999-04-06,8389
100m,male,2715,10.08,1.6,Brian Lewis,USA,1974-12-05,1,Nassau,1999-05-26,8938
100m,male,2715,10.08,1.6,Leonard Myles-Mills,GHA,1973-05-09,1s2,Boise,1999-06-04,9522
100m,male,2715,10.08,1.6,Terrence Trammell,USA,1978-11-23,2s1,Boise,1999-06-04,7498
100m,male,2715,10.08,1,Roland Németh,HUN,1974-09-19,1,Budapest,1999-06-09,9029
100m,male,2715,10.08,-0.1,Jason Gardener,GBR,1975-09-18,2r2,Athínai,1999-06-16,8672
100m,male,2715,10.08,0.1,Tim Montgomery,USA,1975-01-28,5r3,Athínai,1999-06-16,8905
100m,male,2715,10.08,-0.6,Bruny Surin,CAN,1967-07-12,1,Zagreb,1999-07-05,11681
100m,male,2715,10.08,0.8,Tim Harden,USA,1974-01-27,3,Roma,1999-07-07,9292
100m,male,2715,10.08,0.4,Bernard Williams,USA,1978-01-19,1,Winnipeg,1999-07-25,7857
100m,male,2715,10.08,0.2,Obadele Thompson,BAR,1976-03-30,1,Köln,1999-08-08,8531
100m,male,2715,10.08,-0.6,Dwain Chambers,GBR,1978-04-05,1q3,Sevilla,1999-08-21,7808
100m,male,2715,10.08,0.1,Jon Drummond,USA,1968-09-09,2,Bruxelles,1999-09-03,11316
100m,male,2715,10.08,0.4,Maurice Greene,USA,1974-07-23,2,Helsinki,2000-06-15,9459
100m,male,2715,10.08,0.7,Bruny Surin,CAN,1967-07-12,1,Villeneuve d'Ascq,2000-06-17,12029
100m,male,2715,10.08,1.9,Kenny Brokenburr,USA,1968-10-29,2,Eugene,2000-06-24,11561
100m,male,2715,10.08,-0.8,Greg Saddler,USA,1974-06-29,1,Athínai,2000-06-28,9496
100m,male,2715,10.08,-0.3,Dwain Chambers,GBR,1978-04-05,4,Sydney,2000-09-23,8207
100m,male,2715,10.08,0.7,Bernard Williams,USA,1978-01-19,1,Walnut,2001-04-22,8494
100m,male,2715,10.08,0,Justin Gatlin,USA,1982-02-10,1,Eugene,2001-06-02,7052
100m,male,2715,10.08,-0.1,Bernard Williams,USA,1978-01-19,1rA,Milano,2001-06-06,8539
100m,male,2715,10.08,0.5,Bernard Williams,USA,1978-01-19,1,Monaco,2001-07-20,8583
100m,male,2715,10.08,2,Kenny Brokenburr,USA,1968-10-29,1h1,Lynchburg,2002-05-09,12245
100m,male,2715,10.08,0,Bernard Williams,USA,1978-01-19,1,Ad-Dawhah,2002-05-15,8882
100m,male,2715,10.08,-0.6,Deji Aliu,NGR,1975-11-22,1r3,Kalamáta,2002-06-01,9688
100m,male,2715,10.08,-0.1,Kim Collins,SKN,1976-04-05,1,Stockholm,2002-07-16,9598
100m,male,2715,10.08,0.2,Kim Collins,SKN,1976-04-05,1s1,Manchester,2002-07-27,9609
100m,male,2715,10.08,0.3,Maurice Greene,USA,1974-07-23,3h1,Zürich,2002-08-16,10251
100m,male,2715,10.08,0.3,Mark Lewis-Francis,GBR,1982-09-04,4,Bruxelles,2002-08-30,7300
100m,male,2715,10.08,1.3,Sherwin Vries,RSA,1980-03-22,2,Durban,2003-04-11,8420
100m,male,2715,10.08,0.5,Darrel Brown,TTO,1984-10-11,2,Eugene,2003-05-24,6799
100m,male,2715,10.08,0.8,Deji Aliu,NGR,1975-11-22,1,Villeneuve d'Ascq,2003-06-15,10067
100m,male,2715,10.08,0.9,Obadele Thompson,BAR,1976-03-30,1r3,Walnut,2003-07-12,9965
100m,male,2715,10.08,1.8,Marcus Brunson,USA,1978-04-24,1,Malles,2003-07-12,9210
100m,male,2715,10.08,0,Darrel Brown,TTO,1984-10-11,2,Saint-Denis,2003-08-25,6892
100m,male,2715,10.08,0,Darren Campbell,GBR,1973-09-12,3,Saint-Denis,2003-08-25,10939
100m,male,2715,10.08,1.9,Uchenna Emedolu,NGR,1976-09-17,3,Monaco,2003-09-13,9857
100m,male,2715,10.08,-0.2,Shawn Crawford,USA,1978-01-14,1h4,Sacramento,2004-07-10,9674
100m,male,2715,10.08,0.3,Tamunosiki Atorudibo,NGR,1985-03-21,1,Abuja,2004-07-10,7051
100m,male,2715,10.08,0.8,Obadele Thompson,BAR,1976-03-30,2h4,Athínai,2004-08-21,10371
100m,male,2715,10.08,1.3,John Capel,USA,1978-11-27,1,Palo Alto,2005-05-30,9681
100m,male,2715,10.08,-0.4,Maurice Greene,USA,1974-07-23,1,New York City,2005-06-11,11281
100m,male,2715,10.08,-2.3,Justin Gatlin,USA,1982-02-10,1,Carson,2005-06-25,8536
100m,male,2715,10.08,1,Mark Jelks,USA,1984-04-10,3s1,Carson,2005-06-25,7746
100m,male,2715,10.08,0.1,Dwight Thomas,JAM,1980-09-23,3,Kingston,2005-06-25,9041
100m,male,2715,10.08,1.8,Michael Frater,JAM,1982-10-06,5rA,Lausanne,2005-07-05,8308
100m,male,2715,10.08,1,Michael Frater,JAM,1982-10-06,4,London,2005-07-22,8325
100m,male,2715,10.08,0.7,J-Mee Samuels,USA,1987-05-20,1,Greensboro,2005-07-24,6640
100m,male,2715,10.08,0.5,Leonard Scott,USA,1980-01-19,1s1,Helsinki,2005-08-07,9332
100m,male,2715,10.08,-1,Jason Gardener,GBR,1975-09-18,5s2,Helsinki,2005-08-07,10916
100m,male,2715,10.08,1.4,Rae Edwards,USA,1981-05-07,1rA,Malmö,2005-08-16,8867
100m,male,2715,10.08,0.5,Tyson Gay,USA,1982-08-09,2,Rieti,2005-08-28,8420
100m,male,2715,10.08,0.6,Ronald Pognon,FRA,1982-11-16,2rA,Berlin,2005-09-04,8328
100m,male,2715,10.08,1.6,Michael Frater,JAM,1982-10-06,3h2,Oslo,2006-06-02,8640
100m,male,2715,10.08,0.1,Marcus Brunson,USA,1978-04-24,2rA,Saint-Denis,2006-07-08,10302
100m,male,2715,10.08,2,Derrick Atkins,BAH,1984-01-05,2s1,Cartagena,2006-07-25,8237
100m,male,2715,10.08,1,Shawn Crawford,USA,1978-01-14,5rA,Zürich,2006-08-18,10443
100m,male,2715,10.08,1.9,Joshua Ross,AUS,1981-02-09,1,Brisbane,2007-03-10,9525
100m,male,2715,10.08,0.2,Trindon Holliday,USA,1986-04-27,1,Tuscaloosa,2007-05-13,7686
100m,male,2715,10.08,1.5,Walter Dix,USA,1986-01-31,1h1,Indianapolis,2007-06-21,7811
100m,male,2715,10.08,0.3,Asafa Powell,JAM,1982-11-23,2s1,Osaka,2007-08-26,9042
100m,male,2715,10.08,-0.5,Churandy Martina,AHO,1984-07-03,5,Osaka,2007-08-26,8454
100m,male,2715,10.08,1.8,Darvis Patton,USA,1977-12-04,2,Kingston,2008-05-03,11108
100m,male,2715,10.08,1.4,Michael Frater,JAM,1982-10-06,3,Ad-Dawhah,2008-05-09,9347
100m,male,2715,10.08,1.9,J-Mee Samuels,USA,1987-05-20,3,Fayetteville,2008-05-31,7682
100m,male,2715,10.08,1.9,Evander Wells,USA,1987-12-07,4,Fayetteville,2008-05-31,7481
100m,male,2715,10.08,0.8,Nesta Carter,JAM,1985-11-10,1,Berlin,2008-06-01,8239
100m,male,2715,10.08,-1.1,Francis Obikwelu,POR,1978-11-22,2,Madrid,2008-07-05,10818
100m,male,2715,10.08,-0.1,Walter Dix,USA,1986-01-31,2q5,Beijing,2008-08-15,8232
100m,male,2715,10.08,-1.3,Michael Frater,JAM,1982-10-06,4,Bruxelles,2008-09-05,9466
100m,male,2715,10.08,-0.3,Nesta Carter,JAM,1985-11-10,1,Daegu,2008-09-25,8355
100m,male,2715,10.08,1.5,Yohan Blake,JAM,1989-12-26,1r2,Spanish Town,2009-03-14,7018
100m,male,2715,10.08,0.5,Mike Rodgers,USA,1985-04-24,1r1,Rio de Janeiro,2009-05-17,8789
100m,male,2715,10.08,1.1,Jeremy Hall,USA,1988-01-27,2,Gainesville,2009-05-17,7781
100m,male,2715,10.08,-1,Mike Rodgers,USA,1985-04-24,1r1,Uberlândia,2009-05-20,8792
100m,male,2715,10.08,1.7,Travis Padgett,USA,1986-12-13,4r2,Eugene,2009-06-07,8212
100m,male,2715,10.08,1.3,Ramil Guliyev,AZE,1990-05-29,1rA,Istanbul,2009-06-13,6955
100m,male,2715,10.08,-0.2,Steve Mullings,JAM,1982-11-29,4,Kingston,2009-06-27,9707
100m,male,2715,10.08,0.1,Emmanuel Callender,TTO,1984-05-10,1,La Habana,2009-07-03,9185
100m,male,2715,10.08,0.1,Lerone Clarke,JAM,1981-10-02,2,La Habana,2009-07-03,10136
100m,male,2715,10.08,-0.3,Michael Frater,JAM,1982-10-06,3rA,Oslo,2009-07-03,9767
100m,male,2715,10.08,-0.1,Travis Padgett,USA,1986-12-13,2h1,Roma,2009-07-10,8245
100m,male,2715,10.08,0.1,Darvis Patton,USA,1977-12-04,2,Monaco,2009-07-28,11559
100m,male,2715,10.08,-0.7,Richard Thompson,TTO,1985-06-07,2q1,Berlin,2009-08-15,8835
100m,male,2715,10.08,-0.4,Darvis Patton,USA,1977-12-04,3,Bruxelles,2009-09-04,11597
100m,male,2715,10.08,-1.5,Nesta Carter,JAM,1985-11-10,2,Rieti,2009-09-06,8701
100m,male,2715,10.08,1.7,Richard Thompson,TTO,1985-06-07,1h1,Oslo,2010-06-04,9128
100m,male,2715,10.08,1.7,Michael Frater,JAM,1982-10-06,2h1,Oslo,2010-06-04,10103
100m,male,2715,10.08,1.3,Martial Mbandjock,FRA,1985-10-14,2,Valence,2010-07-09,9034
100m,male,2715,10.08,0.9,Nesta Carter,JAM,1985-11-10,1,Nuoro,2010-07-14,9012
100m,male,2715,10.08,0.7,Daniel Bailey,ANT,1986-09-09,2,Mayagüez,2010-07-25,8720
100m,male,2715,10.08,1.9,Ben Youssef Meité,CIV,1986-11-11,1,Nairobi,2010-07-29,8661
100m,male,2715,10.08,-0.3,Walter Dix,USA,1986-01-31,1h2,London,2010-08-13,8960
100m,male,2715,10.08,0.6,Christophe Lemaitre,FRA,1990-06-11,1,Bondoufle,2011-05-22,7650
100m,male,2715,10.08,-0.2,Daniel Bailey,ANT,1986-09-09,3rA,Ostrava,2011-05-31,9030
100m,male,2715,10.08,0.6,Lerone Clarke,JAM,1981-10-02,1h1,Clermont,2011-06-11,10844
100m,male,2715,10.08,1.9,Justin Gatlin,USA,1982-02-10,1h1,Eugene,2011-06-23,10725
100m,male,2715,10.08,1.9,Darvis Patton,USA,1977-12-04,2h1,Eugene,2011-06-23,12254
100m,male,2715,10.08,-1.8,Asafa Powell,JAM,1982-11-23,1,Kingston,2011-06-24,10440
100m,male,2715,10.08,-0.3,Justin Gatlin,USA,1982-02-10,2,Reims,2011-07-05,10737
100m,male,2715,10.08,1.8,Walter Dix,USA,1986-01-31,1,Halifax,2011-07-10,9291
100m,male,2715,10.08,1,Nesta Carter,JAM,1985-11-10,2h2,Birmingham,2011-07-10,9373
100m,male,2715,10.08,-0.8,Kim Collins,SKN,1976-04-05,1s3,Daegu,2011-08-28,12928
100m,male,2715,10.08,-1.4,Walter Dix,USA,1986-01-31,2,Daegu,2011-08-28,9340
100m,male,2715,10.08,0.1,Justin Gatlin,USA,1982-02-10,3,Rieti,2011-09-10,10804
100m,male,2715,10.08,0.1,Richard Thompson,TTO,1985-06-07,3,Berlin,2011-09-11,9592
100m,male,2715,10.08,-2.2,Calesio Newman,USA,1986-08-20,1h1,Greensboro,2012-04-21,9376
100m,male,2715,10.08,1,Marc Burns,TTO,1983-01-07,2,Auburn,2012-04-21,10697
100m,male,2715,10.08,2,Ryota Yamagata,JPN,1992-06-10,1h2,Hiroshima,2012-04-29,7263
100m,male,2715,10.08,-0.4,Mike Rodgers,USA,1985-04-24,2,Shanghai,2012-05-19,9887
100m,male,2715,10.08,0.8,Adam Gemili,GBR,1993-10-06,1rA,Regensburg,2012-06-02,6814
100m,male,2715,10.08,1,Jacques Harvey,JAM,1989-04-05,4s2,Kingston,2012-06-29,8486
100m,male,2715,10.08,0,Christophe Lemaitre,FRA,1990-06-11,3,Saint-Denis,2012-07-06,8061
100m,male,2715,10.08,1.7,Derrick Atkins,BAH,1984-01-05,4s3,London,2012-08-05,10440
100m,male,2715,10.08,1.4,Darvis Patton,USA,1977-12-04,7rA,Zürich,2012-08-30,12688
100m,male,2715,10.08,1.6,Dentarius Locke,USA,1989-12-12,1h1,Raleigh,2013-04-19,8529
100m,male,2715,10.08,1.6,Aaron Brown,CAN,1992-05-27,2,Los Angeles,2013-05-12,7655
100m,male,2715,10.08,0.1,Calesio Newman,USA,1986-08-20,4,Beijing,2013-05-21,9771
100m,male,2715,10.08,0.8,Rakieem Salaam,USA,1990-04-05,6rA,Roma,2013-06-06,8463
100m,male,2715,10.08,-0.1,James Dasaolu,GBR,1987-09-05,1h1,Praha,2013-06-10,9410
100m,male,2715,10.08,-0.5,Kim Collins,SKN,1976-04-05,1rA,Ostrava,2013-06-27,13597
100m,male,2715,10.08,0,Jaysuma Saidy Ndure,NOR,1984-01-01,1r5,Mannheim,2013-06-29,10772
100m,male,2715,10.08,1.9,Harry Aikines-Aryeetey,GBR,1988-08-29,2,Birmingham,2013-07-13,9084
100m,male,2715,10.08,-0.4,Kim Collins,SKN,1976-04-05,5,Monaco,2013-07-19,13619
100m,male,2715,10.08,0.5,Julian Reus,GER,1988-04-29,1r8,Weinheim,2013-08-02,9226
100m,male,2715,10.08,0.1,Keston Bledman,TTO,1988-03-08,3s3,Moskva,2013-08-11,9287
100m,male,2715,10.08,-0.8,Justin Gatlin,USA,1982-02-10,1rA,Linz,2013-08-26,11520
100m,male,2715,10.08,1.1,Zhang Peimeng,CHN,1987-03-13,1,Shenyang,2013-09-08,9676
100m,male,2715,10.08,-0.5,Gerald Phiri,ZAM,1988-10-06,1rA,Gainesville,2014-04-19,9326
100m,male,2715,10.08,1.7,Maurice Mitchell,USA,1989-02-22,1,Joplin,2014-04-25,9193
100m,male,2715,10.08,1.5,Marvin Bracy,USA,1993-12-15,1r1,Clermont,2014-04-26,7437
100m,male,2715,10.08,NA,Keston Bledman,TTO,1988-03-08,1,Arima,2014-05-10,9559
100m,male,2715,10.08,1.5,Adam Gemili,GBR,1993-10-06,1r4,Bedford,2014-05-31,7542
100m,male,2715,10.08,1.4,Maurice Mitchell,USA,1989-02-22,4,Hengelo,2014-06-08,9237
100m,male,2715,10.08,1.4,Harry Aikines-Aryeetey,GBR,1988-08-29,5,Hengelo,2014-06-08,9414
100m,male,2715,10.08,-0.4,Mike Rodgers,USA,1985-04-24,2,Ostrava,2014-06-17,10646
100m,male,2715,10.08,1.7,Rakieem Salaam,USA,1990-04-05,2s2,Sacramento,2014-06-27,8849
100m,male,2715,10.08,-0.6,Femi Ogunode,QAT,1991-01-31,1,Sofia,2014-06-28,8549
100m,male,2715,10.08,1.4,Trayvon Bromell,USA,1995-07-10,1h2,Eugene,2014-07-05,6935
100m,male,2715,10.08,-0.8,Richard Thompson,TTO,1985-06-07,2rA,Saint-Denis,2014-07-05,10620
100m,male,2715,10.08,0.2,Diondre Batson,USA,1992-07-13,1,Kamloops,2014-08-08,8061
100m,male,2715,10.08,-1.3,Jason Rogers,SKN,1991-08-31,1,Ciudad de México,2014-08-15,8385
100m,male,2715,10.08,-1.9,Kemar Bailey-Cole,JAM,1992-01-10,1,Birmingham,2014-08-24,8262
100m,male,2715,10.08,0.7,Harry Adams,USA,1989-11-27,1rA,Coral Gables,2015-04-11,9266
100m,male,2715,10.08,1.4,Ronnie Baker,USA,1993-10-15,1rA,Fort Worth,2015-05-02,7869
100m,male,2715,10.08,-2.4,Asafa Powell,JAM,1982-11-23,1,Baie-Mahault,2015-05-02,11848
100m,male,2715,10.08,0.9,Diondre Batson,USA,1992-07-13,6rA,Roma,2015-06-04,8361
100m,male,2715,10.08,0.9,Akani Simbine,RSA,1993-09-21,7rA,Roma,2015-06-04,7926
100m,male,2715,10.08,0.9,Remontay McClain,USA,1992-09-21,1rA,Cerritos,2015-06-06,8293
100m,male,2715,10.08,1.4,Isiah Young,USA,1990-01-05,1rA,Montverde,2015-06-06,9283
100m,male,2715,10.08,0,Beejay Lee,USA,1993-03-05,6,Eugene,2015-06-26,8148
100m,male,2715,10.08,1.3,Clayton Vaughn,USA,1992-05-15,6,Saint-Denis,2015-07-04,8450
100m,male,2715,10.08,-1.1,Isiah Young,USA,1990-01-05,2rA,Székesfehérvár,2015-07-07,9314
100m,male,2715,10.08,1.4,Kim Collins,SKN,1976-04-05,6rA,Lausanne,2015-07-09,14339
100m,male,2715,10.08,-0.4,Nesta Carter,JAM,1985-11-10,1,Edmonton,2015-07-12,10836
100m,male,2715,10.08,-0.3,Chijindu Ujah,GBR,1994-03-05,4,Monaco,2015-07-17,7804
100m,male,2715,10.08,-0.3,Nesta Carter,JAM,1985-11-10,3h1,London,2015-07-24,10848
100m,male,2715,10.08,-0.8,Nesta Carter,JAM,1985-11-10,7,London,2015-07-24,10848
100m,male,2715,10.08,0.8,Churandy Martina,NED,1984-07-03,1,Amsterdam,2015-07-31,11350
100m,male,2715,10.08,-0.4,Jak Ali Harvey,TUR,1989-04-05,5s1,Beijing,2015-08-23,9636
100m,male,2715,10.08,1,Tyson Gay,USA,1982-08-09,5,Kingston,2016-05-07,12325
100m,male,2715,10.08,2,Ryota Yamagata,JPN,1992-06-10,1s1,Kumagaya,2016-05-21,8746
100m,male,2715,10.08,1.2,Churandy Martina,NED,1984-07-03,1h1,Hengelo,2016-05-22,11646
100m,male,2715,10.08,1.8,Gerald Phiri,ZAM,1988-10-06,4r1,Montverde,2016-06-11,10110
100m,male,2715,10.08,1.8,Desmond Lawrence,USA,1991-12-19,5r1,Montverde,2016-06-11,8941
100m,male,2715,10.08,-0.6,Jimmy Vicaut,FRA,1992-02-27,1rA,Luzern,2016-06-14,8874
100m,male,2715,10.08,1.4,Bruno Hortelano,ESP,1991-09-18,1h1,Madrid,2016-06-23,9045
100m,male,2715,10.08,0.4,Everton Clarke,JAM,1992-12-24,6s2,Kingston,2016-07-01,8590
100m,male,2715,10.08,1.2,Marvin Bracy,USA,1993-12-15,2h3,Eugene,2016-07-02,8235
100m,male,2715,10.08,1.7,Sean McLean,USA,1992-03-23,4s1,Eugene,2016-07-03,8868
100m,male,2715,10.08,0,Jimmy Vicaut,FRA,1992-02-27,3,Amsterdam,2016-07-07,8897
100m,male,2715,10.08,0.3,Andre De Grasse,CAN,1994-11-10,1h3,Edmonton,2016-07-09,7912
100m,male,2715,10.08,1.4,Harry Aikines-Aryeetey,GBR,1988-08-29,2rA,Loughborough,2016-07-16,10183
100m,male,2715,10.08,0.3,Churandy Martina,NED,1984-07-03,3h2,London,2016-07-22,11707
100m,male,2715,10.08,-0.3,Asafa Powell,JAM,1982-11-23,2,Houston,2016-07-23,12296
100m,male,2715,10.08,-0.1,Xie Zhenye,CHN,1993-08-17,1h3,Rio de Janeiro,2016-08-13,8397
100m,male,2715,10.08,0,Su Bingtian,CHN,1989-08-29,4s3,Rio de Janeiro,2016-08-14,9847
100m,male,2715,10.08,0.2,Marvin Bracy,USA,1993-12-15,6s1,Rio de Janeiro,2016-08-14,8278
100m,male,2715,10.08,1.1,Yoshihide Kiryu,JPN,1995-12-15,1,Kumagaya,2016-09-03,7568
100m,male,2715,10.08,-0.1,Ryota Yamagata,JPN,1992-06-10,1rA,Canberra,2017-03-11,9040
100m,male,2715,10.08,1.8,Adam Gemili,GBR,1993-10-06,1r1,Azusa,2017-04-14,8591
100m,male,2715,10.08,-1.2,Asafa Powell,JAM,1982-11-23,2,Ad-Dawhah,2017-05-05,12582
100m,male,2715,10.08,0.4,Odean Skeen,JAM,1994-08-28,1h3,Columbia,2017-05-12,8293
100m,male,2715,10.08,2,Emile Erasmus,RSA,1992-04-03,1,Pretoria,2017-05-13,9171
100m,male,2715,10.08,0.2,Mike Rodgers,USA,1985-04-24,1,Baie-Mahault,2017-05-17,11711
100m,male,2715,10.08,1.9,Shota Iizuka,JPN,1991-06-25,1rA,Totttori,2017-06-04,9476
100m,male,2715,10.08,1.9,Shuhei Tada,JPN,1996-06-24,1,Hiratsuka,2017-06-10,7656
100m,male,2715,10.08,-0.9,Asuka Cambridge,JPN,1993-05-31,1h4,Osaka,2017-06-23,8789
100m,male,2715,10.08,1.8,Cejhae Greene,ANT,1995-10-06,1h9,Port of Spain,2017-06-23,7931
100m,male,2715,10.08,-0.8,Jimmy Vicaut,FRA,1992-02-27,6,London,2017-08-05,9291
100m,male,2715,10.08,-0.2,Chijindu Ujah,GBR,1994-03-05,1,Birmingham,2017-08-20,8569
100m,male,2715,10.08,-0.4,Akani Simbine,RSA,1993-09-21,1rA,Paarl,2018-03-22,8948
100m,male,2715,10.08,0.5,Jeffery Demps,USA,1990-01-08,2r2,Torrance,2018-04-21,10330
100m,male,2715,10.08,0.5,Chijindu Ujah,GBR,1994-03-05,3r2,Torrance,2018-04-21,8813
100m,male,2715,10.08,0.9,Kendal Williams,USA,1995-09-23,1h4,Knoxville,2018-05-12,8267
100m,male,2715,10.08,0.8,Andre Ewers,USA,1995-06-07,1h5,Tampa,2018-05-24,8387
100m,male,2715,10.08,1.7,Kendal Williams,USA,1995-09-23,1s1,Tampa,2018-05-25,8280
100m,male,2715,10.08,1,Emre Zafer Barnes,TUR,1988-11-07,3,Praha,2018-06-04,10801
100m,male,2715,10.08,0,Arthur Gue Cissé,CIV,1996-12-29,1,Tomblaine,2018-06-27,7850
100m,male,2715,10.08,-0.3,Mike Rodgers,USA,1985-04-24,1rA,Luzern,2018-07-09,12129
100m,male,2715,10.08,0.8,Cameron Burrell,USA,1994-09-11,4hA,London,2018-07-21,8714
100m,male,2715,10.08,0.5,Javoy Tucker,JAM,1997-05-13,4s2,Barranquilla,2018-07-29,7747
100m,male,2715,10.08,0,Filippo Tortu,ITA,1998-06-15,5,Berlin,2018-08-07,7358
100m,male,2715,10.08,0.3,Jorge Henrique Vides,BRA,1992-11-24,1,São Bernardo do Campo,2018-08-18,9398
100m,male,2715,10.08,0.1,Alonso Edward,PAN,1989-12-08,2,Berlin,2018-09-02,10495
100m,male,2715,10.08,0.8,Mike Rodgers,USA,1985-04-24,1,Zagreb,2018-09-04,12186
100m,male,2715,10.08,2,Yoshihide Kiryu,JPN,1995-12-15,1,Nathan,2019-03-23,8499
100m,male,2715,10.08,2,Rohan Browning,AUS,1997-12-31,2,Nathan,2019-03-23,7752
100m,male,2715,10.08,1.8,Mustaqeem Williams,USA,1995-08-24,3,Fayetteville,2019-05-11,8661
100m,male,2715,10.08,0.9,Mario Burke,BAR,1997-03-18,1q1,Sacramento,2019-05-24,8102
100m,male,2715,10.08,-1.1,Akani Simbine,RSA,1993-09-21,4rA,Ostrava,2019-06-20,9403
100m,male,2715,10.08,0.1,Alex Wilson,SUI,1990-09-19,2rA,La Chaux-de-Fonds,2019-06-30,10511
100m,male,2715,10.08,-0.1,Gue Arthur Cissé,CIV,1996-12-29,5,Palo Alto,2019-06-30,8218
100m,male,2715,10.08,0.2,Gue Arthur Cissé,CIV,1996-12-29,4,Lausanne,2019-07-05,8223
100m,male,2715,10.08,0.1,Gue Arthur Cissé,CIV,1996-12-29,1h11,Leverkusen,2019-07-24,8242
100m,male,2715,10.08,1.9,Ojie Edoburun,GBR,1996-06-02,3,Leverkusen,2019-07-24,8452
100m,male,2715,10.08,0.7,Adam Gemili,GBR,1993-10-06,1h1,Birmingham,2019-08-18,9447
100m,male,2715,10.08,1.6,Yoshihide Kiryu,JPN,1995-12-15,4,Madrid,2019-08-25,8654
100m,male,2715,10.08,-0.4,Justin Gatlin,USA,1982-02-10,4,Zürich,2019-08-29,13714
100m,male,2715,10.08,1.4,Aaron Brown,CAN,1992-05-27,4,Berlin,2019-09-01,9958
100m,male,2715,10.08,-0.8,Zharnel Hughes,GBR,1995-07-13,1h3,Ad-Dawhah,2019-09-27,8842
100m,male,2715,10.08,-0.3,Jimmy Vicaut,FRA,1992-02-27,2h4,Ad-Dawhah,2019-09-27,10074
100m,male,2715,10.08,0.6,Aaron Brown,CAN,1992-05-27,8,Ad-Dawhah,2019-09-28,9985
100m,male,3016,10.09,1.8,Mel Lattany,USA,1959-08-10,2,Colorado Springs,1978-07-30,6929
100m,male,3016,10.09,-0.9,Mel Lattany,USA,1959-08-10,1,Zürich,1981-08-19,8045
100m,male,3016,10.09,1.3,Carl Lewis,USA,1961-07-01,1r1,Walnut,1982-04-25,7603
100m,male,3016,10.09,0.6,Calvin Smith,USA,1961-01-08,1h1,Athens,1982-05-14,7796
100m,male,3016,10.09,-1.7,Carl Lewis,USA,1961-07-01,1,Indianapolis,1982-07-02,7671
100m,male,3016,10.09,-0.9,Calvin Smith,USA,1961-01-08,1,Zürich,1982-08-18,7892
100m,male,3016,10.09,0.1,Carl Lewis,USA,1961-07-01,1r2,Philadelphia,1983-04-30,7973
100m,male,3016,10.09,0,Calvin Smith,USA,1961-01-08,2,Berlin,1983-08-17,8256
100m,male,3016,10.09,1.4,Sam Graddy,USA,1964-02-10,1h2,Baton Rouge,1984-05-12,7397
100m,male,3016,10.09,0.9,Harvey Glance,USA,1957-03-28,2,Zürich,1984-08-22,10009
100m,male,3016,10.09,0,Terry Scott,USA,1964-06-23,1,Knoxville,1985-05-11,7627
100m,male,3016,10.09,-0.5,Harvey Glance,USA,1957-03-28,1,Dresden,1986-07-03,10689
100m,male,3016,10.09,1.3,Antoine Richard,FRA,1960-09-08,1,Aix-les-Bains,1986-08-09,9466
100m,male,3016,10.09,1.5,Max Moriniére,FRA,1964-02-16,1,Lyon,1987-07-03,8538
100m,male,3016,10.09,0.3,Calvin Smith,USA,1961-01-08,2,Durham,1987-07-26,9695
100m,male,3016,10.09,0,Calvin Smith,USA,1961-01-08,1,Köln,1987-08-16,9716
100m,male,3016,10.09,0.3,Attila Kovács,HUN,1960-09-02,1,Miskolc,1987-08-20,9848
100m,male,3016,10.09,0.5,Lee McNeill,USA,1964-12-02,3,Tampa,1988-06-17,8598
100m,male,3016,10.09,1.3,Chidi Imoh,NGR,1963-08-27,1,Malmö,1988-08-08,9113
100m,male,3016,10.09,1.1,Raymond Stewart,JAM,1965-03-18,6r2,Zürich,1988-08-17,8553
100m,male,3016,10.09,0.4,Carl Lewis,USA,1961-07-01,1r2,Tokyo,1988-10-08,9961
100m,male,3016,10.09,-0.7,Carl Lewis,USA,1961-07-01,1r1,Zürich,1989-08-16,10273
100m,male,3016,10.09,NA,Davidson Ezinwa,NGR,1971-11-22,1s1,Bauchi,1990-01-03,6617
100m,male,3016,10.09,-0.2,Carl Lewis,USA,1961-07-01,1r2,Lausanne,1990-07-12,10603
100m,male,3016,10.09,0.3,Linford Christie,GBR,1960-04-02,1s1,Split,1990-08-28,11105
100m,male,3016,10.09,0.8,Dennis Mitchell,USA,1966-02-20,1,Villeneuve d'Ascq,1991-07-01,9262
100m,male,3016,10.09,1.5,Bruny Surin,CAN,1967-07-12,1,Saint-Denis,1991-07-19,8773
